title,description,source,date
Is Canada quietly launching a 'Trump-style deportation machine' with Bill C-2?,"Earlier in June, the federal government in Canada introduced Bill C-2, legislation that proposes sweeping reforms on border security.",dailyhive.com,"Jun 18, 2025"
Donald Trump leaving G7 Summit in Alberta early,"U. S. President Donald Trump will be leaving the G7 Summit in Kananaskis, Alta., ahead of schedule, his press secretary announced Monday evening.",dailyhive.com,"Jun 16, 2025"
"Opinion: To tackle the housing crisis, Carney's federal plan must embrace private sector solutions","Written for Daily Hive Urbanized by Mark Goodman, Ian Brackett, and Megan Johal, who are brokers at Goodman Commercial, which specializes in the sale of rental apartment buildings and development sites in Metro Vancouver. They also publish The Goodman Report.",dailyhive.com,"Jun 7, 2025"
Former ABC campaign manager Kareem Allam to run for mayor of Vancouver in 2026,"Kareem Allam is the first candidate to announce his bid for mayor of Vancouver in the October 2026 civic election. “I’ve effectively made the decision to run. And so, I’m in the race,” Allam told Daily Hive Urbanized in an interview on Monday afternoon.",dailyhive.com,"Jun 10, 2025"
Indian PM Narendra Modi to visit Canada in June for G7 summit,"India’s prime minister, Narendra Modi, is heading to Canada for the G7 summit after accepting an invitation from Prime Minister Mark Carney.",dailyhive.com,"Jun 6, 2025"
Bank of Canada holds key interest rate at 2.75% for a second time,"The Bank of Canada (BoC) is holding its key interest rate for the second time this year. In its first rate announcement since Prime Minister Mark Carney’s snap election win, Canada’s central bank revealed on Wednesday that it would be holding the key interest rate at 2.75 per cent, despite the country’s increasing core inflation.",dailyhive.com,"Jun 4, 2025"
What to expect from the Bank of Canada interest rate update on Wednesday,"The next Bank of Canada (BoC) interest rate update is happening this week, the first since Prime Minister Mark Carney won the snap election in April.",dailyhive.com,"Jun 2, 2025"
This is how Canada's new GST cuts on home sales up to $1.5 million for first-time buyers will work,"Prime Minister Mark Carney is fulfilling one of the key promises the Liberal party made during the recent federal election campaign, specifically relating to eliminating the federal five per cent Goods and Services Tax (GST) on home prices for first-time homebuyers.",dailyhive.com,"May 28, 2025"
'Poor choice of words': Carney backtracks comment on Trump,"Prime Minister Mark Carney backtracked on the comment he made over his last discussion with Trump, saying it was a 'poor choice of words.'",citynews.ca,"Nov 26, 2025 10:45am"
Carney attacked over 'who cares' remark,"Opposition figures accuse the Prime Minister of being dismissive of those affected by the trade war, after Mark Carney said 'who cares' in response to questions about when was the last time, he spoke with U.S. President Donald Trump.",citynews.ca,"Nov 24, 2025 18:41pm"
"Carney signs agreement with UAE, no address yet on Sudan's civil war","While Prime Minister Mark Carney reached an investment-protection deal with the UAE on his visit to Abu Dhabi, there is no word yet on whether Canada has brough up human rights concerns on the UAE's role in Sudan's civil war.",citynews.ca,"Nov 20, 2025 10:53am"
Carney eyes Canadian economic opportunities in the U.A.E.,"Mark Carney is hitting the world stage again while Pierre Poilievre's numbers appear to be declining. Cynthia Mulligan discusses what's next for each leader Marion Nader, Jeff Rutledge and Celina Caesar-Chavannnes.",citynews.ca,"Nov 19, 2025 14:36pm"
"Carney survives budget test, but more confidence votes await","Prime Minister Mark Carney government's survived a tough test when the budget bill was narrowly passed into law. Glen McGregor looks at how the voting numbers came up in Carney's favour, along with the tough tests still ahead for the PM.",citynews.ca,"Nov 18, 2025 17:16pm"
Carney 'pleased' with budget vote as feds avoid winter election,Prime Minister Mark Carney says he was pleased with the budget vote after four abstentions secured the Liberals survival of the confidence motion.,citynews.ca,"Nov 18, 2025 17:16pm"
May says she'll vote yes on Liberal budget after Carney makes climate commitment,Green Party Leader Elizabeth May offered the Liberals a critical yes vote on Prime Minister Mark Carney's first budget Monday afternoon — just a few hours before members of Parliament...,citynews.ca,"Nov 17, 2025 16:32pm"
Carney budget faces pivotal vote on Monday,"The federal budget will once again be up for discussion in the House of Commons as the Liberals financial blueprint faces a critical vote this week. As Glen McGregor explains, Canadians could be heading into a federal election as early as Monday.",citynews.ca,"Nov 16, 2025 17:25pm"
Carney pitches budget in visit to Montreal Chamber of Commerce,"""The United States has changed (...) We must respond,"" Prime Minister Mark Carney said at Montreal's Chamber of Commerce as he pitched the new federal budget. Zachary Cheung reports.",citynews.ca,"Nov 14, 2025 17:27pm"
"PM Carney in Montreal: U.S. has changed, we must respond","Prime Minister Mark Carney was in Montreal Friday to pitch his new budget, which he says is designed to boost the country’s economy and keep Canadian businesses competitive on the global stage.He...",citynews.ca,"Nov 14, 2025 17:27pm"
Will Carney's projects list have a pipeline?,"The Prime Minister is preparing to unveil the second batch of nation-building projects to be fast-tracked. While the list reportedly includes mines & LNG projects, it's unclear if it will have the pipeline Alberta is asking for.",citynews.ca,"Nov 12, 2025 17:32pm"
Survey reveals what Canadians really think about Carney's federal budget,A new Leger poll revealed what Canadians think about the federal government's Canada Strong 2025 budget.,citynews.ca,"Nov 12, 2025 17:32pm"
"What Carney's 'Buy Canadian' policy could mean for housing, defence",Glen McGregor breaks down what Carney's 'Buy Canadian' policy aims to accomplish amid ongoing pressures from U.S. tariffs forcing local spending.,citynews.ca,"Nov 10, 2025 14:59pm"
Carney's budget survives second confidence vote with support from Conservatives,The Liberal government is one vote away from passing its proposed federal budget after gaining majority support over a Bloc-Quebecois amendment against the budget.,citynews.ca,"Nov 7, 2025 14:40pm"
Here's what's at stake for Carney's first federal budget,"As Carney's Liberal government prepares to table its 2025 federal budget, Glen McGregor explains what could be included in the budget, what's at stake if it's not supported in the House of Commons.",citynews.ca,"Nov 4, 2025 10:15am"
What Canadians can expect from Carney's first federal budget,Glen McGregor breaks down what we know so far on what Canadians can expect from Carney's first federal budget.,citynews.ca,"Nov 3, 2025 10:51am"
Carney apologizes to Trump over Doug Ford's anti-tariff ad,"Prime Minister Mark Carney has apologized to U.S. President Donald Trump for Ontario Premier Doug Ford's controversial anti-tariff ad, which prompted Trump to scrap all trade talks with Canada. Karling Donoghue reports.",citynews.ca,"Nov 1, 2025 22:39pm"
Carney paints Canada as reliable trading partner during Asia trip,Prime Minister Mark Carney wrapped up his first official visit to Asia after attending two major summits and holding a meeting with Chinese President Xi Jinping that both countries hailed as a turning point in relations.,citynews.ca,"Nov 1, 2025 22:39pm"
Trump and Carney have cordial but distant interaction at ASEAN summit,"Despite harsh words shared online from Trump, the U.S. President and Prime Minister Carney had a cordial but distant interaction at the ASEAN summit, signaling a potential shift in the strained relationship.",citynews.ca,"Oct 29, 2025 10:52am"
Did Mark Carney know about Ontario's tariff ad before its release?,The fallout continues from Doug Ford's anti Tariff ad continues.  The U.S. President has put a stop to trade talks while Prime Minister Mark Carney says they were close to a deal. But did Carney know about the ad before its release?.ca,"Oct 28, 2025 15:52pm"
Carney offers little after U.S. ends talks,"The Prime Minister says Canada is ready to talk any time the U.S. wants to resume trade negotiations. But one professor says Canada shouldn't expect much from America right now, at least in the short-term.",citynews.ca,"Oct 27, 2025 18:24pm"
Carney says Canada-U.S. trade talks were progressing before tariff ad,Prime Minister Mark Carney said trade talks between Canada and the U.S. were progressing before the Ontario-made ad calling out Trump's tariffs put a damper on furthering negotiations.,citynews.ca,"Oct 27, 2025 18:24pm"
Carney doesn't directly address latest Trump tariff threat,"With trade relations among the main discussion points at the ASEAN summit, Prime Minister Mark Carney did not directly address the latest tariff threat from U.S. President Donald Trump",citynews.ca,"Oct 26, 2025 17:21pm"
Carney in Malaysia to strengthen trade partners amid U.S. tensions,"Prime Minister Mark Carney is in Malaysia at the Association of Southeast Asian Nations leaders' summit, pledging to move quickly on bilateral deals with interested countries.",citynews.ca,"Oct 26, 2025 17:21pm"
Forced labour: Bloc Québécois urges Liberals to turn words into action,The Bloc Québécois is challenging Mark Carney's government to follow through on a Liberal commitment to do more to ensure that Canadian supply chains are free of any goods produced using forced or child...,citynews.ca,"Oct 22, 2025 21:53pm"
Carney to address Canadians ahead of federal budget release,"Prime Minister Mark Carney will try to sell his budget to Canadians Wednesday night.  Will the Liberals even be able to pass it? Cynthia Mulligan discusses with Ashley Csanady, Erin Morrison and Jeff Rutledge.",citynews.ca,"Oct 22, 2025 21:53pm"
Rodriguez suggests his federal colleagues speak more French,"Quebec Liberal Party leader Pablo Rodriguez has asked his former colleagues in Ottawa, as well as Prime Minister Mark Carney himself - to speak more French.On Tuesday, he was asked to comment on revelations...",citynews.ca,"Oct 21, 2025 13:59pm"
Poilievre calls on Carney to keep federal deficit under $42B in coming budget,"Conservative Leader Pierre Poilievre is demanding that Prime Minister Mark Carney cut taxes and keep the federal deficit under $42 billion in the coming budget.It seems clear the latter will not happen:...",citynews.ca,"Oct 20, 2025 08:46am"
Montreal activist Nimâ Machouf detained aboard Gaza-bound humanitarian flotilla describes violence during imprisonment,"Montreal activist and doctor Nimâ Machouf, who was aboard the Sumud global humanitarian flotilla bound for Gaza, says she endured what she describes as psychological torture after being detained by Israeli...",citynews.ca,"Oct 17, 2025 10:37am"
Carney announces bail bill coming next week,"The Prime Minister announces a bail reform bill is coming within a week - toughening penalties and making bail harder to get. Conservatives say it's all fluff, and does not address the substance of why some repeat offenders get bail.",citynews.ca,"Oct 16, 2025 17:14pm"
Carney outlines plans for criminal justice reforms,Prime Minister Mark Carney outlined plans Thursday for a new crime bill that includes tougher bail and sentencing rules for violent offenders.,citynews.ca,"Oct 16, 2025 17:14pm"
"Carney announces automated benefits, permanent school meals","Mark Carney announces 3 items from the upcoming budget, meant to help affordability. Taxes & benefits for low-income people will be automatic, the school meals program will be made permanent, and the Canada Strong Pass gets renewed.",citynews.ca,"Oct 15, 2025 12:05pm"
Nimâ Machouf landed in Montreal on Sunday after being detained by Israeli forces,"Montreal activist and doctor Nimâ Machouf is calling on Prime Minister Mark Carney to pressure Israel to commit to the peace plan backed by the U.S., saying humanitarian aid must enter the Gaza Strip...",citynews.ca,"Oct 13, 2025 14:26pm"
"Carney announces automatic tax filing, renewal of Canada Strong pass",Prime Minister Mark Carney announced several measures that are set to be included in the upcoming federal budget including pre-filled tax returns for low income people and the renewal of the Canada Strong pass.,citynews.ca,"Oct 10, 2025 10:45am"
Carney praises Trump for Hamas-Israel peace plan: 'There's more to come',"Prime Minister Mark Carney praised U.S. President Trump, along with members of his administration, amid news of Israel and Hamas agreeing to the first phase of a Gaza peace plan.",citynews.ca,"Oct 9, 2025 10:46am"
Liberals set to announce support measures for Canadian steel sector amid tariff war,"The measures will include new restrictions on imports from countries without a free-trade agreement with Canada, according to a government official.",thestar.com,2025-11-25T18:25:00-05:00
"Manitoba Premier Kinew asks PM Carney for sentencing, parole overhaul","WINNIPEG - Manitoba Premier Wab Kinew has asked the prime minister for stiffer sentences for repeat or serial killers, citing the recent relea…",thestar.com,2025-11-25T17:29:03-05:00
NDP leadership candidates will debate in French — sort of,NDP leadership hopefuls will square off Thursday in a French-language showdown for the race's first official debate — but nearly half the contest,thestar.com,2025-11-25T16:45:00-05:00
"Fact File: X’s AI chatbot claims Carney isn’t PM, Russian video set in Toronto",The artificial intelligence chatbot Grok made several errors over the past few weeks when asked to verify information on the X platform. In on…,thestar.com,2025-11-25T16:28:53-05:00
Trouble in ‘Team Canada’ as B.C.‘s deputy premier raises spectre of pipeline lawsuit,"VICTORIA - Rifts in ""Team Canada"" appear to be widening on the brink of a federal announcement on a potential pipeline from Alberta to the Wes…",thestar.com,2025-11-25T16:01:56-05:00
Official languages commissioner concerned about federal budget cuts,MONTREAL - Canada's commissioner of official languages says he wants to ensure language rights don't suffer as a result of federal spending cuts.,thestar.com,2025-11-25T15:41:13-05:00
Mark Carney says hurdles remain as tensions rise over pipeline deal for Alberta,"The prime minister said a memorandum of understanding with Alberta will set out ""necessary conditions"" for any federal greenlight to a new oil",thestar.com,2025-11-25T15:30:00-05:00
Carney says his comment about speaking with Trump was a ‘poor choice of words’,"At the G20 summit in Johannesburg, Prime Minister Mark Carney was asked when he last spoke to U.S. President Donald Trump. He replied: ""Who cares?""",thestar.com,2025-11-25T14:54:00-05:00
"Manitoba’s plan to tackle meth to include co-ordination, new resources: Kinew",Manitoba Premier Wab Kinew says his plan to set up a group to help police fight distribution of methamphetamines will be backed by new provincial,thestar.com,2025-11-25T14:26:00-05:00
"Newfoundland is ‘back in the oil business,’ new premier vows ahead of Carney meeting","ST. JOHN'S - Newfoundland and Labrador's new premier vowed on Tuesday to pump new life into the province's offshore oil industry, saying previ…",thestar.com,2025-11-25T13:30:44-05:00
Women’s groups criticize Liberals over delay of key firearms measure,The organization chastised the Liberals for failing to bring into force a key provision in firearms legislation passed almost two years ago.,thestar.com,2025-11-25T13:25:00-05:00
A look at previous failed pipeline projects in Canada,CALGARY - Alberta's push for a new oil pipeline has been dredging up the ghosts of projects past. Here is a look at what happened with three i…,thestar.com,2025-11-25T10:50:03-05:00
Justin Ling: American leadership looks chaotic. The truth may be more sinister,A recent flip-flop on Ukraine may be less a sign of disorganization than infighting.,thestar.com,2025-11-25T05:00:00-05:00
Carney says B.C. ‘has to agree’ on pipeline plan from Alberta,"The legislation prohibits tankers from carrying more than 12,500 metric tons of crude oil in areas along the Northern coast of British Columbia.",thestar.com,2025-11-25T04:00:00-05:00
"David Eby says it is ‘unacceptable’ for Alberta, Saskatchewan to talk pipelines without B.C. input",British Columbia Premier David Eby says he told Prime Minister Mark Carney that B.C. expects to be a full partner on plans for a pipeline as O…,thestar.com,2025-11-24T20:54:00-05:00
Mark Carney considering Washington trip next week for World Cup draw,The Prime Minister's Office confirmed that Carney is considering travelling to D.C. for the final draw on Dec. 5 for the FIFA World Cup 2026,thestar.com,2025-11-25T13:48:34-05:00
MPs weigh in on Mark Carney’s comments on Canada’s feminist foreign policy,Liberal MP Karina Gould and NDP MP Leah Gazan respond to Prime Minister Mark Carney's comment that Canada no longer has a feminist foreign pol…,thestar.com,2025-11-24T17:16:00-05:00
Premier Eby tells Carney it’s unacceptable B.C. has been cut out of pipeline talks,Eby said he expects Ottawa to include B.C. and Coastal First Nations as full participants in any future talks.,thestar.com,2025-11-24T17:12:00-05:00
Mark Carney’s comment about not talking to Donald Trump criticized and defended,Conservative Leader Pierre Poilievre criticizes Prime Minister Mark Carney over comments made at the G20 summit that there were no burning iss…,thestar.com,2025-11-24T16:57:00-05:00
Susan Delacourt: Is Pierre Poilievre sending a message about changing his tone?,"The Tories' new campaign director has a reputation of being decent and constructive, and his selection may well be a signal, Susan Delacourt writes.",thestar.com,2025-11-24T16:30:00-05:00
‘He should care’: Conservatives slam Carney on Trump comments,Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made recently about stalled trade talks with U.S. President,thestar.com,2025-11-25T15:23:01-05:00
Spending watchdog flags change of ‘fiscal anchors’ in Carney government budget,Parliament's interim budget officer says the federal government abruptly “abandoned” a longstanding fiscal anchor in its Nov. 4 budget.,thestar.com,2025-11-24T15:30:00-05:00
Why Carney’s Major Projects Office is more financier than regulatory accelerator,Gaining leverage is at the core of Canada’s push with the Major Projects Office and the Liberals’ recent aggressive spending strategy.,thestar.com,2025-11-25T12:08:26-05:00
U.S. directs its embassies in Western nations to scrutinize ‘mass migration’,"WASHINGTON - The U.S. State Department has directed its embassies in Canada and other Western nations to scrutinize the impacts of ""mass migra…",thestar.com,2025-11-24T13:45:00-05:00
MPs swipe at Carney’s claim that Canada has no feminist foreign policy,Prime Minister Carney said Canada still wants to defend LGBTQ+ rights and combating violence against women.,thestar.com,2025-11-24T13:13:00-05:00
"Health minister noncommittal on pharmacare, says expert report isn’t binding",The report says the federal government should fully fund a list of essential medicines without cutting deals with the premiers.,thestar.com,2025-11-24T11:54:00-05:00
Ontario plans to require bail cash up front as part of new justice bill,Attorney General Doug Downey says he believes that measure and others announced today would improve bail compliance.,thestar.com,2025-11-24T11:04:00-05:00
Canada and India reset + The Crowns dangerous error,"Here’s the latest on Mark Carney and Narendra Modi’s trade plans, programs at George Brown being cut in Toronto but offered abroad and prosecutors",thestar.com,2025-11-24T07:30:00-05:00
Canada is better off if we ignore foul-mouthed Hoekstra,Readers share their opinions on what's in the news.,thestar.com,2025-11-24T06:00:00-05:00
Screens are changing young brains. Canada needs a plan,"Brain imaging studies reveal that screen time can affect how young brains grow and function. Right now, we’re letting children's brains be the",thestar.com,2025-11-24T05:30:00-05:00
"David Olive: While an erratic Trump ignores Canada, Carney quietly cements international investments. Elbows up, indeed","The Canada that Donald Trump finally confronts at the negotiating table, writes David Olive, will have more powerful friends around the world and",thestar.com,2025-11-25T16:50:35-05:00
Norwegian defence company pitches Ottawa as Arctic partner in sub procurement,"Joly is meeting with officials from the Korean business conglomerate Hanwha, part of a trip lasting through Friday.",thestar.com,2025-11-24T04:00:00-05:00
Mark Carney evokes Mandela in navigating global disruption,Prime Minister Mark Carney evoked the legacy of Nelson Mandela in praising efforts by fellow leaders to collaborate at the G20 summit in Johan…,thestar.com,2025-11-23T16:48:00-05:00
Mark Carney wouldn’t describe Canada as having feminist foreign policy,"Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, but still wants to uphold values on the world stage that inclu…",thestar.com,2025-11-24T17:02:23-05:00
"Canada, India revive negotiations for comprehensive trade deal, after 15-year attempt","""The leaders are both moving with alacrity to ensure that this CEPA is concluded as soon as possible,"" said Foreign Affairs Minister Anita Anand.",thestar.com,2025-11-23T10:50:00-05:00
"Carney: No ‘burning issue’ to bring up with Trump, talks to resume when ‘appropriate’","""When America wants to come back and have conversations on the trade side, we will have those discussions,"" said Prime Minister Mark Carney.",thestar.com,2025-11-25T15:23:01-05:00
"With its future uncertain, should the NDP pursue power or principles?","After near electoral collapse, should the NDP shift left with bold, systemic proposals, or focus on pragmatic gains and achieving power?",thestar.com,2025-11-23T07:00:00-05:00
New Nunavut premier takes office as federal government pushes infrastructure drive,"OTTAWA - As John Main settled in for one of his first interviews since being chosen as Nunavut’s new premier, his phone rang while he was in t…",thestar.com,2025-11-23T06:00:00-05:00
Here’s one thing Mark Carney could do that would improve the welfare of more Canadians than any pipeline or mine,Canada spends about $10 billion more on medicines each year than countries with universal pharmacare because our system doesn't provide access to,thestar.com,2025-11-23T06:00:00-05:00
Carney says Canada upholding values but drops talk of ‘feminist foreign policy’,Carney's comments at the G20 summit in Johannesburg illustrate a shift in rhetoric from the government of Justin Trudeau.,thestar.com,2025-11-24T17:02:23-05:00
"Carney evokes Mandela, looks to trade pacts to help navigate ‘this moment of rupture’",JOHANNESBURG - Prime Minister Mark Carney evoked the legacy of Nelson Mandela in praising efforts by fellow leaders to collaborate amid global…,thestar.com,2025-11-23T03:03:00-05:00
‘Cultural break.’ U.S. senators say relations with Canadian neighbours are suffering,"HALIFAX - The tariffs imposed on Canada by U.S. President Donald Trump have clearly caused economic pain for Canada, but a U.S. senator from M…",thestar.com,2025-11-22T19:08:00-05:00
Jeremiyah Love scores 3 TDs as No. 9 Notre Dame overwhelms injury-ravaged Syracuse 70-7,"SOUTH BEND, Ind. (AP) — Jeremiyah Love bolstered his Heisman Trophy candidacy with 171 yards rushing and three touchdowns on just eight carrie…",thestar.com,2025-11-22T19:02:38-05:00
Althia Raj: What Conservative Leader Pierre Poilievre can learn from Liberal MP Nate Erskine-Smith,"Having MPs who don't behave like trained seals is healthy, Althia Raj writes.",thestar.com,2025-11-22T14:45:00-05:00
"Canada joins Europe rejecting Trump’s Ukraine plan, Anand says sovereignty is key","U.S. President Donald Trump ordered a boycott of the G20 summit in Johannesburg, accusing South Africa of enabling anti-white violence.",thestar.com,2025-11-24T18:02:10-05:00
Why investing in Toronto Pearson means more travel choices for passengers,"Toronto Pearson's LIFT expansion plan, writes president and CEO Deborah Flint, will create more choice for Canadians and encourage competition",thestar.com,2025-11-24T10:17:26-05:00
Heather Scoffield: Mistrust of the CRA leaves low-income Canadians missing out on benefits. Will Carney’s budget solve this?,"There are many complex reasons why some people don’t file their taxes, writes Heather Scoffield, and the solutions need to take their",thestar.com,2025-11-22T07:00:00-05:00
"Ottawa is ‘rebooting’ its relationship with the tech industry, advocates say",OTTAWA - Prime Minister Mark Carney told a business crowd in Montreal recently that the federal government got a bit of outside help on a majo…,thestar.com,2025-11-22T06:00:00-05:00
David Olive: Bank of Canada will regulate a Canadian ‘stablecoin.’ But just how stable will it be?,"Stablecoin is a type of cryptocurrency, or digital dollar, which has stability as its greatest asset, writes David Olive, as opposed to the Wild",thestar.com,2025-11-25T16:50:35-05:00
The mythical ‘war on the car’ has become a war on road safety in Ontario,"Carney's climate stance, Trump's tariff reductions, Ford's vendetta against speed cameras and more.",thestar.com,2025-11-22T05:00:00-05:00
Defence minister won’t provide timeline for F-35 contract review,Defence Minister David McGuinty says Canada's review of the decision to buy F-35 fighter jets will take the time needed to get it right and wo…,thestar.com,2025-11-21T17:50:00-05:00
Mark Carney arrives in Johannesburg for G20 summit,Prime Minister Mark Carney arrives in South Africa for the G20 leaders' summit. The Johannesburg meeting is the first G20 summit on the Africa…,thestar.com,2025-11-21T17:20:00-05:00
Mark Carney asks UAE investors to visit Canada,"Prime Minister Mark Carney is trying to spur more investment in Canada from the United Arab Emirates, inviting members of the Canada-UAE Busin…",thestar.com,2025-11-21T17:04:00-05:00
Carney in South Africa as concerns grow over U.S. boycott of G20,"Canada's summit priorities include critical minerals, AI for sustainable development and preventing wildfires and natural disasters.",thestar.com,2025-11-22T14:48:09-05:00
"Matt Gurney: Mark Carney has a decision to make that will cost billions. Worse, he has no good options, and time is running out",Canada has to choose new jets. The question is which one.,thestar.com,2025-11-21T12:40:00-05:00
"Dairy, whiskey, wine and steel: American industries weigh in on trade pact review","The continental trade pact, known as CUSMA, is up for mandatory review next year.",thestar.com,2025-11-21T12:06:00-05:00
Saab CEO says plan to build Gripen jets in Canada depends on Ottawa making an order,OTTAWA - Saab's CEO is making it clear that his company's decision on whether to set up shop in Canada will depend on whether Ottawa decides t…,thestar.com,2025-11-21T11:16:00-05:00
Canada cuts back spending on fighting infectious diseases at G20 in South Africa,Canada will contribute just over $1 billion over three years to the Global Fund to fight infectious diseases in the world's poorest countries.,thestar.com,2025-11-21T09:56:00-05:00
Sidhu: $6-billion trade infrastructure fund key to doubling non-U.S. exports,OTTAWA - International Trade Minister Maninder Sidhu said he's witnessed a sea change in interest for Canadian exports headed outside the Unit…,thestar.com,2025-11-21T09:30:09-05:00
The phone call between Carney and a Conservative + Allegations against an Ontario judge,"Here’s the latest on what we know about conversations between Mark Carney and a Conservative MP who resigned, a woman’s testimony at a judge’s",thestar.com,2025-11-24T11:14:20-05:00
"Conservative MP told Mark Carney about his planned resignation before announcing it, sources say",The phone call raises further questions about how close Jeneroux came to crossing the floor.,thestar.com,2025-11-21T06:00:00-05:00
Robin V. Sears: Canada’s progressives need to rethink the green reality,"We have an increasingly dangerous divide growing once again in our country, this time over our move away from fossil fuels.",thestar.com,2025-11-24T12:35:04-05:00
"Andrew Phillips: If Carney’s narrow budget escape was a ‘rookie’ move, I’ll take more of that, please","The government decided to do the more-or-less unthinkable — take steps that will pay off in the long run, maybe only years down the road. It’s a",thestar.com,2025-11-21T05:00:00-05:00
Justin Ling: The Trumps’ latest money-making scheme has a little-known Canadian connection. Can we do anything about it?,"It's a refuge for criminals and a cash cow for the man who wants to annex us, yet bitcoin is still being mined in Canada.",thestar.com,2025-11-23T10:10:35-05:00
Carney wraps United Arab Emirates visit with pledge of $70B investment in Canada,"Mark Carney said Friday he is ""very confident"" that Canada and the UAE can more than double trade in less than a decade.",thestar.com,2025-11-22T17:58:33-05:00
"CAE signs new agreement with Sweden-based Saab to provide training services, devices",MONTREAL - CAE Inc. has announced an agreement to be the preferred supplier of certain training and simulation equipment for Sweden-based Saab…,thestar.com,2025-11-20T17:59:07-05:00
Fact File: Video spreads fake story about John Deere exiting Canada,John Deere hasn't had a manufacturing facility in Canada since 2009.,thestar.com,2025-11-24T12:18:19-05:00
No. 9 Notre Dame continues quest for CFP berth against struggling Syracuse,"SOUTH BEND, Ind. (AP) — No. 9 Notre Dame continues to look for style points in its quest to lock in a College Football Playoff berth.",thestar.com,2025-11-20T12:16:06-05:00
Shipping companies call for better Arctic navigation tech as trips get tougher,"A group of more than a dozen ship owners and transport companies say northern waters need new port facilities, higher quality satellite imaging",thestar.com,2025-11-20T11:56:00-05:00
Freeland will move to U.K. for new job at prestigious Rhodes Trust,"The charity is famous for its prestigious Rhodes Scholarship, which offers students from around the world the chance to study at Oxford university.",thestar.com,2025-11-20T11:48:00-05:00
The Ryan Wedding Hunt continues + Battle of the Sherman estate,"Here’s the latest on the FBI case on Ryan Wedding, the battle for the estate of Barry and Honey Sherman, and an investigation into stolen bitcoin.",thestar.com,2025-11-20T08:00:00-05:00
Homeowners have to maintain their properties — so should developers,Readers share their opinions on stories making the news.,thestar.com,2025-11-20T06:00:00-05:00
Canada’s move to join Eurovision is a savvy nation-building tactic,Participating in Eurovision allows Canada to signal a shift of playground: away from North American fracture and toward the trans-Atlantic. Away,thestar.com,2025-11-20T06:00:00-05:00
America is being left behind in this key area. Canada might be too if doesn’t stop following Trump,North America at risk of becoming an island of fossil fuels in an electrifying world. Canada should take note and choose a better path.,thestar.com,2025-11-23T10:10:35-05:00
Why flying the Palestinian flag at city hall is powerful and personal to so many of us,"In Mississauga, for many, Gaza is not just a headline. It’s a mirror. People see themselves in Gazans. Here, solidarity with Palestinians is not",thestar.com,2025-11-20T05:15:00-05:00
"Advocates disappointed budget offered no funding for IVF, despite campaign pledge",OTTAWA - Fertility advocates say they're disappointed the Liberal government did not make good on its campaign promise to fund in vitro fertil…,thestar.com,2025-11-20T04:00:07-05:00
"Carney signs UAE investment pact, launches trade talks during Abu Dhabi visit","Next, Carney will travel to South Africa for the G20 leaders' summit in Johannesburg.",thestar.com,2025-11-20T04:00:00-05:00
Althia Raj: Does Mark Carney want someone else to say no to a pipeline?,"Ask federal Liberals that question and you get different answers, Althia Raj writes.",thestar.com,2025-11-25T12:01:41-05:00
"Future of trade talks depends on Canada’s purchase of American fighter jets, U.S. ambassador says","Pete Hoekstra said it will not be easy to restart the now-stalled trade talks, and urged Canada to ""harmonize"" as much as possible with the U.S.",thestar.com,2025-11-23T10:10:35-05:00
Carney government ‘analyzing the results’ of firearms buyback pilot project amid reports of low uptake,"The Liberal government refused Wednesday to say how many banned weapons have been collected in the trial for its contentious gun buyback program,",thestar.com,2025-11-19T18:30:00-05:00
"B.C. will not get ‘veto’ power in deciding future of west coast pipeline, but province’s support needed: resource minister",The federal government is willing to support a new oil pipeline to the west coast but wants any such project to have British Columbia’s backing,thestar.com,2025-11-25T12:01:41-05:00
Climate activists award Canada satirical ‘fossil of the day’ title at COP30,"Canada was singled out for the first time in more than a decade for ""flushing years of climate action down the drain,"" said Climate Action Network",thestar.com,2025-11-20T12:24:58-05:00
‘Devil in the details’ on Alberta-Ottawa energy accord: former pipeline executive,"CALGARY - Alberta and Ottawa are said to be closing in on a ""grand bargain"" that could see a new West Coast oilsands pipeline built in tandem …",thestar.com,2025-11-19T15:15:00-05:00
"He may not know it, but Pierre Poilievre dodged a bullet at this week’s budget vote","When it comes to reframing public perceptions, time is on the embattled Conservative leader's side.",thestar.com,2025-11-19T11:00:00-05:00
Scott Stinson: The NDP was wise not to trigger an election. Now the party can focus on staying alive,"Having not hurled themselves toward certain doom this week, there remains the question of what the New Democrats should do next.",thestar.com,2025-11-20T15:00:05-05:00
What’s happening with the Toronto Parking Authority Board + How municipalities will continue to use speed cameras,"Here’s the latest on why Mayor Olivia Chow abruptly scrapped the board running the only city agency that makes money, how municipalities plan to",thestar.com,2025-11-20T10:41:37-05:00
Ford says HST break should apply to ‘anyone who buys a new home’,Proponents say expanding the HST exemption could help struggling home sales.,thestar.com,2025-11-19T05:00:00-05:00
"Mark McQueen: Say he’s ‘in trouble’ till you’re blue in the face, but Poilievre is staying put as leader",My guess is that he'll receive a resounding vote of confidence from Conservative party members in January.,thestar.com,2025-11-19T05:00:00-05:00
